Make,Model,Year,Total,Pass,Pass %,Fail,Fail %,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24,area25,area26,Incomplete,Incomplete %
MITSUBISHI,SPACEWAGON,2003.00,24.00,9.00,37.50,15.00,62.50,3.00,12.50,7.00,29.20,6.00,25.00,2.00,8.30,4.00,16.70,3.00,12.50,3.00,12.50,3.00,12.50,0.00,0.00,1.00,4.20,3.00,12.50,5.00,20.80,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,2004.00,3.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUOKA,OTHER,1996.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUOKA,VIEWT,1995.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUOKA,VIEWT,1998.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUOKA,VIEWT,1999.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,43559.00,1994.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1980.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1983.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1987.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1989.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1994.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1995.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,1998.00,3.00,1.00,33.30,2.00,66.70,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00
MORGAN,OTHER,2000.00,3.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,2001.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,2005.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,2006.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,2007.00,3.00,2.00,66.70,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORGAN,OTHER,2010.00,1.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MORRIS,MINOR,1970.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NEUSON,OTHER,2006.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,180 SX,1991.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,1.00,50.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00
NISSAN,180 SX,1992.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,180 SX,1994.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,1.00,50.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,1.00,50.00,2.00,100.00,1.00,50.00,0.00,0.00,1.00,50.00,2.00,100.00,0.00,0.00,0.00,0.00
NISSAN,180 SX,1995.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,180 SX,1997.00,5.00,1.00,20.00,4.00,80.00,1.00,20.00,3.00,60.00,3.00,60.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,20.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00
NISSAN,180 SX,1998.00,5.00,0.00,0.00,5.00,100.00,0.00,0.00,3.00,60.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,2.00,40.00,2.00,40.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00
NISSAN,200 SX,1991.00,6.00,1.00,16.70,5.00,83.30,3.00,50.00,4.00,66.70,4.00,66.70,5.00,83.30,2.00,33.30,4.00,66.70,4.00,66.70,4.00,66.70,3.00,50.00,3.00,50.00,5.00,83.30,1.00,16.70,0.00,0.00,0.00,0.00
NISSAN,200 SX,1994.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00
NISSAN,200 SX,1995.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,200 SX,1996.00,3.00,0.00,0.00,3.00,100.00,1.00,33.30,1.00,33.30,0.00,0.00,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,1.00,33.30,3.00,100.00,1.00,33.30,0.00,0.00
NISSAN,200 SX,1997.00,3.00,0.00,0.00,3.00,100.00,3.00,100.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,2.00,66.70,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00
NISSAN,200 SX,1998.00,14.00,3.00,21.40,11.00,78.60,6.00,42.90,5.00,35.70,6.00,42.90,4.00,28.60,3.00,21.40,3.00,21.40,7.00,50.00,3.00,21.40,3.00,21.40,1.00,7.10,4.00,28.60,4.00,28.60,0.00,0.00,0.00,0.00
NISSAN,200 SX,1999.00,13.00,4.00,30.80,9.00,69.20,5.00,38.50,6.00,46.20,3.00,23.10,3.00,23.10,1.00,7.70,1.00,7.70,1.00,7.70,2.00,15.40,2.00,15.40,2.00,15.40,2.00,15.40,4.00,30.80,0.00,0.00,0.00,0.00
NISSAN,200 SX,2000.00,9.00,1.00,11.10,8.00,88.90,3.00,33.30,3.00,33.30,3.00,33.30,3.00,33.30,3.00,33.30,0.00,0.00,4.00,44.40,0.00,0.00,4.00,44.40,3.00,33.30,0.00,0.00,3.00,33.30,0.00,0.00,0.00,0.00
NISSAN,200 SX,2001.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
NISSAN,300 ZX,1986.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,300 ZX,1988.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,300 ZX,1991.00,5.00,1.00,20.00,4.00,80.00,1.00,20.00,0.00,0.00,3.00,60.00,1.00,20.00,2.00,40.00,1.00,20.00,1.00,20.00,3.00,60.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,300 ZX,1994.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,300 ZX,1995.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,300 ZX,2000.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2002.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2003.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2004.00,16.00,7.00,43.80,9.00,56.30,3.00,18.80,4.00,25.00,0.00,0.00,1.00,6.30,5.00,31.30,1.00,6.30,1.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.30,4.00,25.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2005.00,6.00,4.00,66.70,2.00,33.30,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,0.00,0.00
NISSAN,350Z,2006.00,5.00,2.00,40.00,3.00,60.00,0.00,0.00,1.00,20.00,0.00,0.00,1.00,20.00,2.00,40.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,2.00,40.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2007.00,9.00,7.00,77.80,2.00,22.20,1.00,11.10,1.00,11.10,0.00,0.00,0.00,0.00,2.00,22.20,0.00,0.00,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2008.00,4.00,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,350Z,2011.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,370Z,2008.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,ALMERA,1995.00,6.00,2.00,33.30,4.00,66.70,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,3.00,50.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,ALMERA,1996.00,61.00,16.00,26.20,45.00,73.80,9.00,14.80,15.00,24.60,8.00,13.10,12.00,19.70,7.00,11.50,6.00,9.80,24.00,39.30,10.00,16.40,4.00,6.60,1.00,1.60,14.00,23.00,5.00,8.20,1.00,1.60,0.00,0.00
NISSAN,ALMERA,1997.00,112.00,33.00,29.50,79.00,70.50,17.00,15.20,15.00,13.40,15.00,13.40,20.00,17.90,14.00,12.50,20.00,17.90,46.00,41.10,13.00,11.60,3.00,2.70,6.00,5.40,19.00,17.00,6.00,5.40,0.00,0.00,0.00,0.00
NISSAN,ALMERA,1998.00,139.00,38.00,27.30,101.00,72.70,26.00,18.70,17.00,12.20,20.00,14.40,21.00,15.10,15.00,10.80,16.00,11.50,68.00,48.90,13.00,9.40,12.00,8.60,4.00,2.90,24.00,17.30,6.00,4.30,0.00,0.00,0.00,0.00
NISSAN,ALMERA,1999.00,415.00,118.00,28.40,297.00,71.60,67.00,16.10,84.00,20.20,63.00,15.20,79.00,19.00,49.00,11.80,69.00,16.60,179.00,43.10,44.00,10.60,32.00,7.70,15.00,3.60,78.00,18.80,22.00,5.30,1.00,0.20,0.00,0.00
NISSAN,ALMERA,2000.00,910.00,261.00,28.70,649.00,71.30,143.00,15.70,185.00,20.30,143.00,15.70,175.00,19.20,131.00,14.40,125.00,13.70,353.00,38.80,95.00,10.40,59.00,6.50,38.00,4.20,191.00,21.00,47.00,5.20,5.00,0.50,0.00,0.00
NISSAN,ALMERA,2001.00,752.00,227.00,30.20,525.00,69.80,87.00,11.60,228.00,30.30,70.00,9.30,166.00,22.10,100.00,13.30,26.00,3.50,206.00,27.40,50.00,6.60,51.00,6.80,63.00,8.40,208.00,27.70,59.00,7.80,5.00,0.70,0.00,0.00
NISSAN,ALMERA,2002.00,1189.00,410.00,34.50,779.00,65.50,112.00,9.40,353.00,29.70,118.00,9.90,177.00,14.90,194.00,16.30,58.00,4.90,265.00,22.30,70.00,5.90,72.00,6.10,107.00,9.00,234.00,19.70,74.00,6.20,10.00,0.80,0.00,0.00
NISSAN,ALMERA,2003.00,1609.00,609.00,37.80,1000.00,62.20,152.00,9.40,451.00,28.00,168.00,10.40,204.00,12.70,256.00,15.90,63.00,3.90,276.00,17.20,136.00,8.50,79.00,4.90,162.00,10.10,283.00,17.60,218.00,13.50,15.00,0.90,0.00,0.00
NISSAN,ALMERA,2004.00,2615.00,1123.00,42.90,1492.00,57.10,240.00,9.20,706.00,27.00,325.00,12.40,257.00,9.80,384.00,14.70,104.00,4.00,158.00,6.00,260.00,9.90,95.00,3.60,270.00,10.30,383.00,14.60,206.00,7.90,14.00,0.50,0.00,0.00
NISSAN,ALMERA,2005.00,4095.00,1716.00,41.90,2379.00,58.10,289.00,7.10,1173.00,28.60,783.00,19.10,475.00,11.60,477.00,11.60,118.00,2.90,181.00,4.40,558.00,13.60,155.00,3.80,471.00,11.50,639.00,15.60,310.00,7.60,19.00,0.50,14.00,0.30
NISSAN,ALMERA,2006.00,3319.00,1543.00,46.50,1776.00,53.50,225.00,6.80,889.00,26.80,480.00,14.50,395.00,11.90,311.00,9.40,78.00,2.40,116.00,3.50,412.00,12.40,25.00,0.80,388.00,11.70,518.00,15.60,219.00,6.60,29.00,0.90,15.00,0.50
NISSAN,ALMERA,2007.00,2388.00,1136.00,47.60,1252.00,52.40,146.00,6.10,576.00,24.10,392.00,16.40,297.00,12.40,210.00,8.80,58.00,2.40,80.00,3.40,339.00,14.20,78.00,3.30,249.00,10.40,361.00,15.10,147.00,6.20,12.00,0.50,3.00,0.10
NISSAN,ALMERA,2008.00,56.00,25.00,44.60,31.00,55.40,5.00,8.90,10.00,17.90,9.00,16.10,4.00,7.10,7.00,12.50,0.00,0.00,1.00,1.80,10.00,17.90,5.00,8.90,8.00,14.30,5.00,8.90,5.00,8.90,0.00,0.00,0.00,0.00
NISSAN,ALMERA,2009.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,2.00,100.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,ALMERA,2010.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,ALMERA 1.5 S 5DR,2006.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1983.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1985.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1986.00,3.00,2.00,66.70,1.00,33.30,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1987.00,3.00,1.00,33.30,2.00,66.70,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.70,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1988.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1989.00,7.00,3.00,42.90,4.00,57.10,2.00,28.60,3.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,1990.00,6.00,2.00,33.30,4.00,66.70,1.00,16.70,0.00,0.00,1.00,16.70,1.00,16.70,1.00,16.70,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,BLUEBIRD,2005.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CARAVAN,2004.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CHERRY,1982.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CIMA,2014.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2002.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2003.00,5.00,1.00,20.00,4.00,80.00,0.00,0.00,2.00,40.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2004.00,25.00,12.00,48.00,13.00,52.00,7.00,28.00,6.00,24.00,0.00,0.00,0.00,0.00,3.00,12.00,0.00,0.00,4.00,16.00,1.00,4.00,0.00,0.00,1.00,4.00,1.00,4.00,2.00,8.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2005.00,25.00,10.00,40.00,15.00,60.00,4.00,16.00,5.00,20.00,3.00,12.00,2.00,8.00,4.00,16.00,2.00,8.00,0.00,0.00,3.00,12.00,0.00,0.00,0.00,0.00,3.00,12.00,4.00,16.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2006.00,20.00,9.00,45.00,11.00,55.00,3.00,15.00,2.00,10.00,0.00,0.00,0.00,0.00,3.00,15.00,0.00,0.00,4.00,20.00,3.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2007.00,24.00,13.00,54.20,11.00,45.80,1.00,4.20,4.00,16.70,1.00,4.20,1.00,4.20,5.00,20.80,0.00,0.00,1.00,4.20,1.00,4.20,0.00,0.00,0.00,0.00,1.00,4.20,2.00,8.30,0.00,0.00,0.00,0.00
NISSAN,CUBE,2008.00,7.00,4.00,57.10,3.00,42.90,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2009.00,3.00,1.00,33.30,2.00,66.70,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2010.00,5.00,1.00,20.00,4.00,80.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2011.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2012.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2014.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NISSAN,CUBE,2016.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
